method_with_params,method,param_n,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_perplexity_Agent 1_mean,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_perplexity_Agent 1_std,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_perplexity_Agent 2_mean,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_perplexity_Agent 2_std,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_perplexity_Agent 3_mean,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_perplexity_Agent 3_std,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_perplexity_Agent 4_mean,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_perplexity_Agent 4_std,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_perplexity_Agent 5_mean,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_perplexity_Agent 5_std,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_egalitarian_welfare_perplexity_mean,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_egalitarian_welfare_perplexity_std,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_utilitarian_welfare_perplexity_mean,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_utilitarian_welfare_perplexity_std,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_cosine_similarity_Agent 1_mean,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_cosine_similarity_Agent 1_std,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_cosine_similarity_Agent 2_mean,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_cosine_similarity_Agent 2_std,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_cosine_similarity_Agent 3_mean,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_cosine_similarity_Agent 3_std,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_cosine_similarity_Agent 4_mean,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_cosine_similarity_Agent 4_std,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_cosine_similarity_Agent 5_mean,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_cosine_similarity_Agent 5_std,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_egalitarian_welfare_cosine_mean,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_egalitarian_welfare_cosine_std,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_utilitarian_welfare_cosine_mean,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_utilitarian_welfare_cosine_std,google_gemma-2-9b-it_perplexity_Agent 1_mean,google_gemma-2-9b-it_perplexity_Agent 1_std,google_gemma-2-9b-it_perplexity_Agent 2_mean,google_gemma-2-9b-it_perplexity_Agent 2_std,google_gemma-2-9b-it_perplexity_Agent 3_mean,google_gemma-2-9b-it_perplexity_Agent 3_std,google_gemma-2-9b-it_perplexity_Agent 4_mean,google_gemma-2-9b-it_perplexity_Agent 4_std,google_gemma-2-9b-it_perplexity_Agent 5_mean,google_gemma-2-9b-it_perplexity_Agent 5_std,google_gemma-2-9b-it_egalitarian_welfare_perplexity_mean,google_gemma-2-9b-it_egalitarian_welfare_perplexity_std,google_gemma-2-9b-it_utilitarian_welfare_perplexity_mean,google_gemma-2-9b-it_utilitarian_welfare_perplexity_std,google_gemma-2-9b-it_cosine_similarity_Agent 1_mean,google_gemma-2-9b-it_cosine_similarity_Agent 1_std,google_gemma-2-9b-it_cosine_similarity_Agent 2_mean,google_gemma-2-9b-it_cosine_similarity_Agent 2_std,google_gemma-2-9b-it_cosine_similarity_Agent 3_mean,google_gemma-2-9b-it_cosine_similarity_Agent 3_std,google_gemma-2-9b-it_cosine_similarity_Agent 4_mean,google_gemma-2-9b-it_cosine_similarity_Agent 4_std,google_gemma-2-9b-it_cosine_similarity_Agent 5_mean,google_gemma-2-9b-it_cosine_similarity_Agent 5_std,google_gemma-2-9b-it_egalitarian_welfare_cosine_mean,google_gemma-2-9b-it_egalitarian_welfare_cosine_std,google_gemma-2-9b-it_utilitarian_welfare_cosine_mean,google_gemma-2-9b-it_utilitarian_welfare_cosine_std,min_rank_mean,min_rank_std,max_rank_mean,max_rank_std,avg_rank_mean,avg_rank_std,rank_Agent 1_mean,rank_Agent 1_std,rank_Agent 2_mean,rank_Agent 2_std,rank_Agent 3_mean,rank_Agent 3_std,rank_Agent 4_mean,rank_Agent 4_std,rank_Agent 5_mean,rank_Agent 5_std,param_num_candidates,param_num_rounds
best_of_n (n=1.0),best_of_n,1.0,7.249173619004708,0.7077738491715371,7.379537326257146,1.2727585554783487,8.00892825148985,1.2970995456123182,7.103168804242476,1.373496373990985,7.298342395316564,1.1178316717039098,8.103486158957802,1.1696863708341394,37.03915039631075,5.668401260486507,0.7022013610866541,0.06526376075169764,0.7254583015595019,0.05075953015866218,0.7426533883669707,0.060000367161533286,0.703767509213196,0.04847927262178527,0.7468384639214639,0.05435377694773584,0.6956106842438258,0.059879230554290355,3.6209190241477867,0.2772626342319106,7.625187905048953,1.2769051006047958,6.031562825889504,0.6007113455419513,8.342609808494311,1.024446182835359,6.524685101250864,1.0047141931293941,7.015452899780844,0.6530146854398233,8.560779568173983,1.1479568753493767,35.53949854046448,3.962720231746662,0.7022013610866541,0.06526376075169764,0.7254583015595019,0.05075953015866218,0.7426533883669707,0.060000367161533286,0.703767509213196,0.04847927262178527,0.7468384639214639,0.05435377694773584,0.6956106842438258,0.059879230554290355,3.6209190241477867,0.2772626342319106,3.6666666666666665,1.247219128924647,11.0,1.4142135623730951,9.266666666666666,0.7717224601860153,3.6666666666666665,1.247219128924647,10.666666666666666,1.247219128924647,10.666666666666666,1.247219128924647,10.333333333333334,0.9428090415820634,11.0,1.4142135623730951,,
best_of_n (n=10.0),best_of_n,10.0,9.597196078776673,0.9554983138799482,8.732776627538096,1.958974175714921,9.410428367541696,2.3033162144645867,7.610485795465602,0.8086955943646383,8.297522196304634,1.8882055071550845,10.170307626570356,1.7660004375224123,43.6484090656267,7.913713110226875,0.652296580855995,0.07936465032177985,0.6534509852048197,0.06326383318019718,0.6656094398156709,0.059058087657303256,0.6778279422289168,0.04546659337142632,0.6956874587400903,0.04620220526968976,0.6448273373545405,0.06880154486135573,3.344872406845493,0.29335536980039634,8.092162266649224,1.3913791160102054,6.480014468129755,1.0193310755524667,7.836967157842154,4.680726210383168,5.529482611336031,1.8313636637573563,6.664275122056769,3.4176715738564662,9.55771032111846,3.4639770509501018,34.60290162601393,12.340471639559663,0.652296580855995,0.07936465032177985,0.6534509852048197,0.06326383318019718,0.6656094398156709,0.059058087657303256,0.6778279422289168,0.04546659337142632,0.6956874587400903,0.04620220526968976,0.6448273373545405,0.06880154486135573,3.344872406845493,0.29335536980039634,3.6666666666666665,2.0548046676563256,9.666666666666666,1.247219128924647,7.266666666666666,1.18133634311129,6.666666666666667,4.189935029992179,7.0,2.160246899469287,7.333333333333333,2.494438257849294,7.333333333333333,2.0548046676563256,8.0,1.632993161855452,,
best_of_n (n=20.0),best_of_n,20.0,8.088301266184645,0.7370621181339421,7.592689920201927,1.1566504141190252,7.810065021873039,1.2419675819431188,7.446686168402855,1.0142276525528913,7.57224259898081,0.8665085583558444,8.465331345672933,0.9604030090649747,38.50998497564328,4.555030752092055,0.6450169854458947,0.06139311997459874,0.6873174983515832,0.06262660427063738,0.684022610770488,0.056768529450653256,0.6861322523400171,0.033395175250314005,0.7125047500788982,0.042916130447707056,0.6436375680587728,0.059447818008008226,3.4149940969868813,0.25276168533701643,6.8549176207066225,0.3053920148226648,5.607934592886778,0.19609198045610046,6.61951591102027,1.594486735899602,5.465549623449121,0.8731565050379877,6.08395563821043,1.487011025248223,7.479887492658423,0.6500136117896074,30.631873386273224,3.813430736485496,0.6450169854458947,0.06139311997459874,0.6873174983515832,0.06262660427063738,0.684022610770488,0.056768529450653256,0.6861322523400171,0.033395175250314005,0.7125047500788982,0.042916130447707056,0.6436375680587728,0.059447818008008226,3.4149940969868813,0.25276168533701643,6.333333333333333,0.9428090415820634,10.666666666666666,1.247219128924647,8.466666666666667,1.675974011996871,9.333333333333334,2.0548046676563256,7.666666666666667,2.494438257849294,8.666666666666666,2.0548046676563256,8.0,2.449489742783178,8.666666666666666,2.0548046676563256,,
best_of_n (n=3.0),best_of_n,3.0,9.612649923833482,3.476185713285672,8.717082139763777,1.8903151239573177,9.882152542498963,2.6676065948922174,8.579314958773876,2.4601712608045347,8.569657005737389,1.7998895919896096,10.374437817430511,3.2535160009813966,45.36085657060749,12.028495761122917,0.6919478267424632,0.09271403795312898,0.7199814574825409,0.04623262834082391,0.7465767938170097,0.04752853112702391,0.704809315546231,0.034338883529253364,0.7579891471016116,0.03417769327518147,0.6706335854932801,0.07897136459547505,3.6213045406898563,0.2512948150261838,7.311129202574564,2.2976217639119976,6.742157462195576,0.7723518822928769,10.26186802715221,1.0768883731410752,6.884044843449093,1.2976903037461642,8.326935347044449,0.6208425541544782,10.471094946417322,0.8641410754325873,39.526134882415896,5.047794017351186,0.6919478267424632,0.09271403795312898,0.7199814574825409,0.04623262834082391,0.7465767938170097,0.04752853112702391,0.704809315546231,0.034338883529253364,0.7579891471016116,0.03417769327518147,0.6706335854932801,0.07897136459547505,3.6213045406898563,0.2512948150261838,5.0,2.160246899469287,10.0,1.632993161855452,8.733333333333333,1.1115554667022045,5.333333333333333,2.6246692913372702,9.333333333333334,1.8856180831641267,9.666666666666666,1.247219128924647,9.666666666666666,1.699673171197595,9.666666666666666,1.247219128924647,,
best_of_n (n=5.0),best_of_n,5.0,8.449874884614532,0.3335294396511233,8.526427554863103,0.8335762592774176,8.823995414076775,0.7369873891259928,8.231325690159801,0.8791215716150571,8.185916568648805,0.8651446557198548,9.203935043591105,0.1996716121838181,42.21754011236302,2.9813004360871953,0.6864613872887008,0.06384049146738201,0.7108837000366884,0.0722429787096661,0.7147063541725506,0.06424580490573648,0.7002028549516454,0.038554749200411624,0.7327910929879594,0.049337334018178636,0.6837025525144571,0.06188970069034103,3.5450453894375453,0.288221358301375,6.652992265362756,0.3219573091848116,5.473756550154419,0.20186625964678365,6.134072965165082,1.1362350739064349,5.409712768694991,0.8309917639655529,5.492273940662797,0.8801058040059112,6.994444546803234,0.08051408552663138,29.162808490040046,2.3235090730463055,0.6864613872887008,0.06384049146738201,0.7108837000366884,0.0722429787096661,0.7147063541725506,0.06424580490573648,0.7002028549516454,0.038554749200411624,0.7327910929879594,0.049337334018178636,0.6837025525144571,0.06188970069034103,3.5450453894375453,0.288221358301375,5.333333333333333,0.4714045207910317,9.333333333333334,0.9428090415820634,7.666666666666667,1.0873004286866723,7.0,2.160246899469287,7.666666666666667,2.0548046676563256,8.0,1.4142135623730951,7.666666666666667,1.699673171197595,8.0,1.4142135623730951,,
best_of_n (n=50.0),best_of_n,50.0,5.923371047091444,0.08508885054214414,6.949752376667237,0.0,6.9873087264178055,0.16786789201389857,6.372421028515286,0.0,6.594198946688164,8.881784197001252e-16,7.036784177590207,0.12308155322301935,32.827052125379936,0.20134356861131147,0.7546948663922252,0.0,0.7218039687132393,1.1102230246251565e-16,0.7532721818877423,0.0,0.7339621193097683,0.0,0.7492076147875587,0.0,0.7218039687132393,1.1102230246251565e-16,3.7129407510905335,0.0,3.313158014997446,0.0,4.761497247497285,0.0,6.983648386673113,8.881784197001252e-16,4.937514690709211,0.0,5.325972657076533,0.0,6.983648386673113,8.881784197001252e-16,25.32179099695359,3.552713678800501e-15,0.7546948663922252,0.0,0.7218039687132393,1.1102230246251565e-16,0.7532721818877423,0.0,0.7339621193097683,0.0,0.7492076147875587,0.0,0.7218039687132393,1.1102230246251565e-16,3.7129407510905335,0.0,1.3333333333333333,0.4714045207910317,11.0,1.4142135623730951,8.933333333333335,0.9568466729604888,1.3333333333333333,0.4714045207910317,10.666666666666666,1.247219128924647,11.0,1.4142135623730951,11.0,1.4142135623730951,10.666666666666666,1.247219128924647,,
"habermas_machine (num_candidates=1.0, num_rounds=1.0)",habermas_machine,,24.474063417990127,15.018910683308466,21.371539580845823,12.410367525216477,19.412018921981,10.759109003345365,16.664012945059877,9.55837556896404,17.926746993099815,12.139845006552477,24.82681006424349,14.637753770519106,99.84838185897665,59.667004635207334,0.6017030589409904,0.02886863507438234,0.6471995740886404,0.03585507303714461,0.6526959550532182,0.011631105987458673,0.6313853991288926,0.0322335319700082,0.6790145698982201,0.01676664513665456,0.6017030589409904,0.02886863507438234,3.211998557109961,0.1149167627274397,19.39179845548058,8.82613946064469,21.47242835159946,10.850516457172889,26.311191077499902,14.487554369027881,17.315047262124654,10.323163698135835,13.395359994287476,6.902040509820515,26.311191077499902,14.487554369027881,97.88582514099205,51.337437494054626,0.6017030589409904,0.02886863507438234,0.6471995740886404,0.03585507303714461,0.6526959550532182,0.011631105987458673,0.6313853991288926,0.0322335319700082,0.6790145698982201,0.01676664513665456,0.6017030589409904,0.02886863507438234,3.211998557109961,0.1149167627274397,4.0,0.0,10.333333333333334,1.247219128924647,6.6000000000000005,0.5887840577551899,9.666666666666666,1.699673171197595,7.333333333333333,1.8856180831641267,4.666666666666667,0.4714045207910317,6.666666666666667,2.494438257849294,4.666666666666667,0.4714045207910317,1.0,1.0
"habermas_machine (num_candidates=10.0, num_rounds=1.0)",habermas_machine,,12.25144462219636,0.48285634512971415,10.974472554823054,2.2374624097644547,9.523914936371202,2.6683911249386125,11.364427676337122,1.1195384596305462,10.700894570012531,1.5444091724426365,12.626539639425227,0.4081419980842453,54.81515435974027,7.0430766535188605,0.6746964523586807,0.05571823764154633,0.7399146221364331,0.02455970158357754,0.7270832170679521,0.043653127670063824,0.6539942934432519,0.03260960321968734,0.7200264764098363,0.04734939308023537,0.6483398166269012,0.03984010726474185,3.515715061416154,0.19888879170585091,10.943557116114293,1.1126518605881943,11.12048757942862,4.632904792106356,10.906789339495141,4.072644476093607,10.928178905174597,2.359254218065038,13.358638620892537,4.340231198016853,14.15879832348316,3.7597380527483146,57.257651561105185,15.899570624277606,0.6746964523586807,0.05571823764154633,0.7399146221364331,0.02455970158357754,0.7270832170679521,0.043653127670063824,0.6539942934432519,0.03260960321968734,0.7200264764098363,0.04734939308023537,0.6483398166269012,0.03984010726474185,3.515715061416154,0.19888879170585091,2.3333333333333335,1.247219128924647,9.0,2.160246899469287,4.266666666666667,1.2256517540566825,9.0,2.160246899469287,2.6666666666666665,0.9428090415820634,2.6666666666666665,1.247219128924647,4.333333333333333,1.247219128924647,2.6666666666666665,1.247219128924647,10.0,1.0
"habermas_machine (num_candidates=20.0, num_rounds=1.0)",habermas_machine,,15.05447511523353,0.21424436349625203,12.17888143487484,2.709921705918784,14.730822082005512,1.7789788365666064,13.346941778719382,1.039459956660732,14.081463682491986,1.4036612804615196,15.706677605350594,0.5441972906069301,69.39258409332525,6.733376990130874,0.7140625773458226,0.012802475083182118,0.7537190848222789,0.01579009660246689,0.7761859376578609,0.024367013810507255,0.6964269207032384,0.012381741211654987,0.772609542216971,0.024452026161544897,0.6964269207032384,0.012381741211654987,3.7130040627461725,0.08108468778413604,14.817878867366963,2.669536349342686,15.006515884684598,4.042229598783105,18.661743951410234,2.5976326897155992,15.797008766544954,0.9145860247374666,16.444820395213387,2.10984609832382,20.044626192662424,1.6603954932378449,80.72796786522014,2.237972296211707,0.7140625773458226,0.012802475083182118,0.7537190848222789,0.01579009660246689,0.7761859376578609,0.024367013810507255,0.6964269207032384,0.012381741211654987,0.772609542216971,0.024452026161544897,0.6964269207032384,0.012381741211654987,3.7130040627461725,0.08108468778413604,2.3333333333333335,1.8856180831641267,9.0,1.632993161855452,4.133333333333333,1.3597385369580761,7.666666666666667,2.494438257849294,4.0,3.559026084010437,3.0,1.4142135623730951,2.6666666666666665,1.699673171197595,3.3333333333333335,1.8856180831641267,20.0,1.0
"habermas_machine (num_candidates=3.0, num_rounds=1.0)",habermas_machine,,14.067507734616749,3.187540982279076,14.886641887997271,3.8155853554646257,16.177872641870028,4.402522685244318,11.753090274251093,2.834516837451768,13.08533759057454,3.3344803417651967,16.194628043326237,4.381502329709311,69.97045012930967,17.177253142516548,0.7282286759749629,0.008439374811152534,0.7858240320481081,0.03094819453997032,0.7786081428842849,0.037266003950648885,0.7582294827913407,0.0316261913238893,0.7949666811978866,0.02319590725018822,0.7272186913899948,0.009260207411046191,3.8458570148965836,0.09108476022847574,16.130616179303004,5.207270345858042,16.724546398029023,6.67922408354011,19.352071615450907,8.199506265800059,15.517841877464441,6.771460501464211,12.986894836457637,6.836873662474058,20.537140095677728,7.875647149173252,80.711970906705,30.499411808710807,0.7282286759749629,0.008439374811152534,0.7858240320481081,0.03094819453997032,0.7786081428842849,0.037266003950648885,0.7582294827913407,0.0316261913238893,0.7949666811978866,0.02319590725018822,0.7272186913899948,0.009260207411046191,3.8458570148965836,0.09108476022847574,2.0,0.816496580927726,6.333333333333333,2.8674417556808756,3.733333333333333,0.8055363982396382,5.333333333333333,3.299831645537222,3.3333333333333335,0.4714045207910317,4.0,1.4142135623730951,2.3333333333333335,1.247219128924647,3.6666666666666665,0.9428090415820634,3.0,1.0
