method,method_with_params,param_n,param_num_candidates,param_num_rounds,google_gemma-2-9b-it_egalitarian_welfare_perplexity_mean,google_gemma-2-9b-it_egalitarian_welfare_perplexity_std,google_gemma-2-9b-it_utilitarian_welfare_perplexity_mean,google_gemma-2-9b-it_utilitarian_welfare_perplexity_std,google_gemma-2-9b-it_perplexity_Agent 1_mean,google_gemma-2-9b-it_perplexity_Agent 1_std,google_gemma-2-9b-it_perplexity_Agent 2_mean,google_gemma-2-9b-it_perplexity_Agent 2_std,google_gemma-2-9b-it_perplexity_Agent 3_mean,google_gemma-2-9b-it_perplexity_Agent 3_std,google_gemma-2-9b-it_perplexity_Agent 4_mean,google_gemma-2-9b-it_perplexity_Agent 4_std,google_gemma-2-9b-it_perplexity_Agent 5_mean,google_gemma-2-9b-it_perplexity_Agent 5_std,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_egalitarian_welfare_perplexity_mean,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_egalitarian_welfare_perplexity_std,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_utilitarian_welfare_perplexity_mean,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_utilitarian_welfare_perplexity_std,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_perplexity_Agent 1_mean,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_perplexity_Agent 1_std,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_perplexity_Agent 2_mean,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_perplexity_Agent 2_std,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_perplexity_Agent 3_mean,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_perplexity_Agent 3_std,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_perplexity_Agent 4_mean,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_perplexity_Agent 4_std,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_perplexity_Agent 5_mean,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_perplexity_Agent 5_std,google_gemma-2-9b-it_egalitarian_welfare_cosine_mean,google_gemma-2-9b-it_egalitarian_welfare_cosine_std,google_gemma-2-9b-it_utilitarian_welfare_cosine_mean,google_gemma-2-9b-it_utilitarian_welfare_cosine_std,google_gemma-2-9b-it_cosine_similarity_Agent 1_mean,google_gemma-2-9b-it_cosine_similarity_Agent 1_std,google_gemma-2-9b-it_cosine_similarity_Agent 2_mean,google_gemma-2-9b-it_cosine_similarity_Agent 2_std,google_gemma-2-9b-it_cosine_similarity_Agent 3_mean,google_gemma-2-9b-it_cosine_similarity_Agent 3_std,google_gemma-2-9b-it_cosine_similarity_Agent 4_mean,google_gemma-2-9b-it_cosine_similarity_Agent 4_std,google_gemma-2-9b-it_cosine_similarity_Agent 5_mean,google_gemma-2-9b-it_cosine_similarity_Agent 5_std,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_egalitarian_welfare_cosine_mean,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_egalitarian_welfare_cosine_std,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_utilitarian_welfare_cosine_mean,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_utilitarian_welfare_cosine_std,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_cosine_similarity_Agent 1_mean,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_cosine_similarity_Agent 1_std,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_cosine_similarity_Agent 2_mean,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_cosine_similarity_Agent 2_std,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_cosine_similarity_Agent 3_mean,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_cosine_similarity_Agent 3_std,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_cosine_similarity_Agent 4_mean,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_cosine_similarity_Agent 4_std,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_cosine_similarity_Agent 5_mean,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_cosine_similarity_Agent 5_std,avg_rank_mean,avg_rank_std,max_rank_mean,max_rank_std,min_rank_mean,min_rank_std,rank_Agent 1_mean,rank_Agent 1_std,rank_Agent 2_mean,rank_Agent 2_std,rank_Agent 3_mean,rank_Agent 3_std,rank_Agent 4_mean,rank_Agent 4_std,rank_Agent 5_mean,rank_Agent 5_std
best_of_n,best_of_n (n=1.0),1.0,,,20.54840680745677,7.9665218629968955,75.46991770607043,27.417256779085516,18.469275489971356,6.313866652339687,11.34716302059843,5.361898266160335,12.566310386036456,5.69368095465118,20.50708315835151,8.02362586267381,12.580085651112697,4.028878370268384,15.5563847253083,7.2524492715220275,60.46221101727928,29.912382451263795,12.070268040787482,5.399428575574431,9.619799685416693,5.868235442396118,12.794762397390164,7.056522930976058,15.437639564347949,7.406896936105184,10.539741329336989,4.594243506914236,0.6145708628289,0.0722339292457431,3.33271250725997,0.28638601140663883,0.675571618042483,0.06540991612321019,0.6145708628289,0.0722339292457431,0.6530363069810571,0.0558360110988855,0.6667868612142019,0.04680009057066297,0.722746858193328,0.055573907943571435,0.6145708628289,0.0722339292457431,3.33271250725997,0.28638601140663883,0.675571618042483,0.06540991612321019,0.6145708628289,0.0722339292457431,0.6530363069810571,0.0558360110988855,0.6667868612142019,0.04680009057066297,0.722746858193328,0.055573907943571435,7.266666666666667,0.5249338582674541,11.333333333333334,0.4714045207910317,3.3333333333333335,2.0548046676563256,6.333333333333333,1.247219128924647,6.333333333333333,4.109609335312651,8.666666666666666,4.027681991198191,7.333333333333333,2.494438257849294,7.666666666666667,2.357022603955158
best_of_n,best_of_n (n=10.0),10.0,,,14.515231697045573,4.0453308479992955,50.407476549869294,7.434799326334624,11.331912411463577,1.0988466682219928,9.02472833660488,0.7785189009197895,9.249490615642607,3.332665477179828,14.515231697045573,4.0453308479992955,6.286113489112655,0.12191490780203071,8.55724568778759,2.1495823959060387,37.685814283830986,10.629721481176656,7.8480289341756935,2.5191987386768977,6.8002442323198835,2.3624043106065518,7.739767467095945,2.1598333694877776,8.55724568778759,2.1495823959060387,6.740527962451878,1.733909934970136,0.6580688309011841,0.051792089997122225,3.783223848168881,0.23208454861712113,0.7853631652643466,0.054217669106934804,0.6580688309011841,0.051792089997122225,0.7573352148628842,0.05590075605712854,0.7567204116586553,0.05243708551731643,0.8257362254818107,0.024069504155807886,0.6580688309011841,0.051792089997122225,3.783223848168881,0.23208454861712113,0.7853631652643466,0.054217669106934804,0.6580688309011841,0.051792089997122225,0.7573352148628842,0.05590075605712854,0.7567204116586553,0.05243708551731643,0.8257362254818107,0.024069504155807886,6.6000000000000005,2.046134567096374,8.666666666666666,2.6246692913372702,3.0,0.816496580927726,8.333333333333334,3.0912061651652345,6.666666666666667,3.0912061651652345,4.0,2.160246899469287,8.333333333333334,2.494438257849294,5.666666666666667,3.0912061651652345
best_of_n,best_of_n (n=20.0),20.0,,,6.651321233961855,3.198712755121599,26.854222090832234,14.260969996616474,5.692247946579081,3.306577583064821,5.372680265639527,3.3171079510484907,4.534323192578873,3.060964818257177,6.651321233961855,3.198712755121599,4.603649452072896,1.377606889124391,7.243058905745303,2.513809171718305,32.711432074491654,12.341343123983279,6.808737608701489,2.588513251237748,6.830512313561101,1.9304012092624936,6.350051952661542,2.99137126613985,6.375575672879567,3.12738988131678,6.346554526687954,1.70453475704154,0.6132502682345832,0.04224089412583613,3.447344386064977,0.3722503453559102,0.6953977582509245,0.09484513747016413,0.6132502682345832,0.04224089412583613,0.7021402220192763,0.07375550351600932,0.696222367999189,0.07834591243719351,0.740333769561004,0.08306289780670718,0.6132502682345832,0.04224089412583613,3.447344386064977,0.3722503453559102,0.6953977582509245,0.09484513747016413,0.6132502682345832,0.04224089412583613,0.7021402220192763,0.07375550351600932,0.696222367999189,0.07834591243719351,0.740333769561004,0.08306289780670718,7.666666666666667,1.892675942210452,10.333333333333334,1.699673171197595,2.6666666666666665,1.247219128924647,8.0,2.8284271247461903,9.666666666666666,1.247219128924647,4.0,0.816496580927726,6.666666666666667,4.0276819911981905,10.0,2.160246899469287
best_of_n,best_of_n (n=3.0),3.0,,,19.283826197669168,6.6872756172803625,71.4216705861446,18.92856385775221,16.99717315290778,4.846539566393683,11.045956906824026,3.274786524461907,12.510040426202954,5.496056697944733,19.283826197669168,6.6872756172803625,11.58467390254066,3.0026833848566756,10.057648662679142,3.6285753554315696,40.50777980527808,11.903120904495117,8.908575892540531,2.1189071554520416,6.2323012553676564,0.9687872660560064,8.416695124416327,2.8957065859571,9.63146361299641,3.943740163630338,7.31874391995716,2.3743634030951632,0.6293648927669474,0.08391856228059207,3.4973718552349062,0.3832297200641457,0.7068164424598216,0.08975522668861792,0.6293648927669474,0.08391856228059207,0.6967837726739409,0.07608236672718668,0.7016693677468142,0.06546852859825376,0.7627373795873819,0.07064311894802412,0.6293648927669474,0.08391856228059207,3.4973718552349062,0.3832297200641457,0.7068164424598216,0.08975522668861792,0.6293648927669474,0.08391856228059207,0.6967837726739409,0.07608236672718668,0.7016693677468142,0.06546852859825376,0.7627373795873819,0.07064311894802412,7.066666666666666,1.0873004286866728,10.0,2.160246899469287,3.0,1.632993161855452,7.333333333333333,1.247219128924647,7.333333333333333,4.642796092394707,5.0,0.816496580927726,7.0,3.265986323710904,8.666666666666666,2.357022603955158
best_of_n,best_of_n (n=5.0),5.0,,,18.41702795977906,8.321438145092504,71.75915625901219,32.82266824235238,18.012491159038703,8.45968795149651,13.396804829494434,5.297868828858859,12.735298744526148,8.834278696625718,17.53372562636702,8.172999085589806,10.080835899585882,3.9490514396346543,10.954133931463543,4.865688218067048,44.23575297419135,18.65765244710152,8.445795865447757,3.532787970847445,8.749522739786967,4.41966524895436,9.583780049686807,4.728198158258029,9.218134986462337,3.6191103646872427,8.23851933280749,3.650491846959278,0.6330184218525856,0.06544880287305156,3.554550096368871,0.3169234461297698,0.7230120800182501,0.07764131064543116,0.6330184218525856,0.06544880287305156,0.7050322008692503,0.056692374352934775,0.7155982871712651,0.06520844140344233,0.7778891064575202,0.05571518880622422,0.6330184218525856,0.06544880287305156,3.554550096368871,0.3169234461297698,0.7230120800182501,0.07764131064543116,0.6330184218525856,0.06544880287305156,0.7050322008692503,0.056692374352934775,0.7155982871712651,0.06520844140344233,0.7778891064575202,0.05571518880622422,7.666666666666667,3.0912061651652345,10.333333333333334,1.247219128924647,5.333333333333333,4.714045207910317,7.333333333333333,3.6817870057290873,9.333333333333334,2.494438257849294,7.666666666666667,4.189935029992179,6.666666666666667,4.109609335312651,7.333333333333333,4.109609335312651
best_of_n,best_of_n (n=50.0),50.0,,,10.958644322102044,2.472599786278968,42.75981872648267,9.581432571912462,8.379398320947077,1.549783383077305,10.435515020273058,3.2124163398002876,8.501014791592583,2.2273998242284785,10.500877940182393,2.1489100734243505,4.943012653487556,0.4429229513820398,10.79069584962823,2.615582788683533,45.66103813913211,9.186290407830086,8.738460229360003,1.522524401169784,9.064920923055869,1.9534053372309022,10.616082964485557,2.861504217133343,10.163339682283953,2.181851401467827,7.078234339946735,0.7099691402102334,0.6356629409127679,0.03349583354094621,3.5947705335237834,0.3067815733097899,0.7627229881194325,0.0607708417990575,0.6356629409127679,0.03349583354094621,0.6916354840508566,0.0871976672718133,0.7173693855094018,0.07096185826749754,0.7873797349313244,0.05435537243047483,0.6356629409127679,0.03349583354094621,3.5947705335237834,0.3067815733097899,0.7627229881194325,0.0607708417990575,0.6356629409127679,0.03349583354094621,0.6916354840508566,0.0871976672718133,0.7173693855094018,0.07096185826749754,0.7873797349313244,0.05435537243047483,7.466666666666666,0.4988876515698589,11.0,1.4142135623730951,2.6666666666666665,2.3570226039551585,9.333333333333334,2.0548046676563256,7.666666666666667,1.699673171197595,9.666666666666666,1.247219128924647,7.333333333333333,4.642796092394707,3.3333333333333335,3.2998316455372216
habermas_machine,"habermas_machine (num_candidates=1.0, num_rounds=1.0)",,1.0,1.0,13.814088811716479,8.728266272336338,44.536080344676634,27.709679810122445,9.087033202615094,4.919250388971572,9.029480541189033,7.411373998369631,7.484178840992147,4.513903304867985,13.814088811716479,8.728266272336338,5.121298948163881,2.2736562023582305,6.886238033871966,2.598394304415667,29.83216080429175,11.050550623538891,5.661517889060772,1.8654088535706541,5.712451751397655,2.6087145473895146,6.462350597474102,2.385621876875758,6.834598947207429,2.640453132024734,5.161241619151792,1.760633836217894,0.6179313748540923,0.07543587364787846,3.4173345353635995,0.41055335066272347,0.7226207226423491,0.09247371710845557,0.6179313748540923,0.07543587364787846,0.6615108691910986,0.07477397613524445,0.6663217627918517,0.09669168419690116,0.7489498058842085,0.07397249108765168,0.6179313748540923,0.07543587364787846,3.4173345353635995,0.41055335066272347,0.7226207226423491,0.09247371710845557,0.6179313748540923,0.07543587364787846,0.6615108691910986,0.07477397613524445,0.6663217627918517,0.09669168419690116,0.7489498058842085,0.07397249108765168,8.533333333333333,2.368309289110882,10.666666666666666,1.8856180831641267,5.666666666666667,3.7712361663282534,9.333333333333334,2.357022603955158,8.666666666666666,2.494438257849294,9.333333333333334,3.0912061651652345,9.666666666666666,2.6246692913372702,5.666666666666667,3.7712361663282534
habermas_machine,"habermas_machine (num_candidates=10.0, num_rounds=1.0)",,10.0,1.0,21.12400852344818,12.645418241482425,75.9308411020749,42.32972037634269,16.81001002231397,8.58611294421625,14.599233220367282,7.87926289648536,14.560342906929705,9.207997471448852,18.326050519172668,13.528105539706155,11.635204433291284,5.242290523244445,13.812372186341806,5.891311604019317,60.580003136238815,26.054681525855386,12.420029256767036,5.123665318928619,12.294082719976828,5.107582451170537,12.338080078379868,5.194427444731733,12.708782075106477,6.3997154328940296,10.8190290060086,4.440401112089032,0.5905985719377344,0.032352620948328886,3.3491756522391847,0.3942206168636781,0.7048386752579651,0.07825611852270223,0.5905985719377344,0.032352620948328886,0.6622841282811976,0.09154999605623124,0.6683113777515542,0.09792280416554189,0.7231428990107333,0.09744115042217537,0.5905985719377344,0.032352620948328886,3.3491756522391847,0.3942206168636781,0.7048386752579651,0.07825611852270223,0.5905985719377344,0.032352620948328886,0.6622841282811976,0.09154999605623124,0.6683113777515542,0.09792280416554189,0.7231428990107333,0.09744115042217537,5.666666666666667,0.5249338582674541,9.333333333333334,0.4714045207910317,1.6666666666666667,0.9428090415820634,3.6666666666666665,1.8856180831641267,5.0,2.449489742783178,5.333333333333333,3.2998316455372216,6.333333333333333,2.357022603955158,8.0,2.160246899469287
habermas_machine,"habermas_machine (num_candidates=20.0, num_rounds=1.0)",,20.0,1.0,14.756617557408426,2.417705121209537,60.55547305085548,9.640501664274854,10.401826038128275,1.3319370419436243,10.50129912916154,2.9959978363951216,12.750256040971552,2.83365587590848,14.324514974384492,2.9896366349564523,12.577576868209627,1.5666886210533828,11.42479401716754,2.728146404686606,48.05274696523835,9.298193192765716,8.982463738567837,1.6240076742572553,7.987640121471834,1.7632500783253484,11.399697289689932,2.742137619524065,10.414970695309568,1.8831378428955292,9.267975120199173,1.6546490859346807,0.6420307688582826,0.027696629884123296,3.670414169001676,0.17457816874374948,0.7875928527068461,0.05712685887693976,0.6420307688582826,0.027696629884123296,0.7292415536426348,0.0397326103060307,0.7365835055803668,0.040226158223566566,0.7749654882135454,0.024717402339217515,0.6420307688582826,0.027696629884123296,3.670414169001676,0.17457816874374948,0.7875928527068461,0.05712685887693976,0.6420307688582826,0.027696629884123296,0.7292415536426348,0.0397326103060307,0.7365835055803668,0.040226158223566566,0.7749654882135454,0.024717402339217515,4.6000000000000005,1.4966629547095764,8.0,1.4142135623730951,2.0,0.816496580927726,4.0,3.559026084010437,4.666666666666667,3.0912061651652345,6.333333333333333,2.0548046676563256,3.3333333333333335,1.8856180831641267,4.666666666666667,0.9428090415820634
habermas_machine,"habermas_machine (num_candidates=3.0, num_rounds=1.0)",,3.0,1.0,17.608050450896187,2.852978159002686,70.7086474666555,8.885201732061489,14.274974359160572,0.11880193543137732,14.139196136567994,1.2678296656931685,15.289849836786308,1.1696169262194487,15.762090926571014,5.279287351362263,11.242536207569623,3.426587392278597,11.732793253166617,0.21222860567474405,50.979811337541655,0.44777075204927697,10.028746037000879,0.02424775778976923,9.718884852088765,0.746386287654718,11.732793253166617,0.21222860567474405,10.691494151279848,0.9594627286602558,8.807893044005542,0.47977511133526546,0.6730440383971642,0.020037941439451586,3.8307649136734017,0.09711027031852784,0.8158224099398382,0.019548669077440135,0.6730440383971642,0.020037941439451586,0.7544569134812567,0.011502535844413303,0.774993053053313,0.026993302941729986,0.8124484988018298,0.041448230766914874,0.6730440383971642,0.020037941439451586,3.8307649136734017,0.09711027031852784,0.8158224099398382,0.019548669077440135,0.6730440383971642,0.020037941439451586,0.7544569134812567,0.011502535844413303,0.774993053053313,0.026993302941729986,0.8124484988018298,0.041448230766914874,4.8,1.979898987322333,7.666666666666667,2.0548046676563256,2.3333333333333335,1.8856180831641267,3.6666666666666665,3.091206165165235,3.6666666666666665,2.494438257849294,5.666666666666667,3.299831645537222,7.333333333333333,2.0548046676563256,3.6666666666666665,1.8856180831641267
