method,statement,error_message,seed,param_api_delay,param_beam_width,param_beta,param_brushup,param_brushup_model,param_log_level,param_max_sampling_attempts,param_max_tokens,param_seed,issue,config_file,evaluation_status,generation_time_s,pre_brushup_statement
beam_search,"The UK benefits from being part of the EU, gaining economic stability, trade advantages, and collaborative opportunities.  
",,42,0.5,2,1.0,True,google/gemma-2-9b-it,INFO,8,50,42,Is the UK better off inside or outside of the European Union?,results/aamas/aamas_gemma_scenario5_beam_search_20250513_161207/config.yaml,pending,1202.1805367469788,"The UK benefits from being part of the EU, gaining economic stability, trade advantages, and collaborative opportunities."
beam_search,"The UK is better off inside the EU.  
",,42,0.5,4,1.0,True,google/gemma-2-9b-it,INFO,8,50,42,Is the UK better off inside or outside of the European Union?,results/aamas/aamas_gemma_scenario5_beam_search_20250513_161207/config.yaml,pending,3296.174502849579,"The UK is better off inside the EU.


Let me know if you'd like to try another example!"
beam_search,"The UK would benefit from rejoining the EU, gaining access to a larger market, improved trade, and greater economic stability.  
",,42,0.5,6,1.0,True,google/gemma-2-9b-it,INFO,8,50,42,Is the UK better off inside or outside of the European Union?,results/aamas/aamas_gemma_scenario5_beam_search_20250513_161207/config.yaml,pending,5712.54629778862,"The UK would benefit from rejoining the EU, gaining access to a larger market, improved trade, and greater economic stability."
beam_search,"The UK is better off inside the EU.  
",,42,0.5,8,1.0,True,google/gemma-2-9b-it,INFO,8,50,42,Is the UK better off inside or outside of the European Union?,results/aamas/aamas_gemma_scenario5_beam_search_20250513_161207/config.yaml,pending,7633.32297706604,The UK is better off inside the EU.
beam_search,"The UK's membership in the EU is widely seen as beneficial for economic growth, trade, and international influence.  
",,43,0.5,2,1.0,True,google/gemma-2-9b-it,INFO,8,50,43,Is the UK better off inside or outside of the European Union?,results/aamas/aamas_gemma_scenario5_beam_search_20250513_161207/config.yaml,pending,1170.9512491226196,"The UK's membership in the EU is widely seen as beneficial for economic growth, trade, and international influence."
beam_search,"The UK's economic and social wellbeing would be enhanced by rejoining the EU.  
",,43,0.5,4,1.0,True,google/gemma-2-9b-it,INFO,8,50,43,Is the UK better off inside or outside of the European Union?,results/aamas/aamas_gemma_scenario5_beam_search_20250513_161207/config.yaml,pending,3461.020585298538,The UK's economic and social wellbeing would be enhanced by rejoining the EU.
beam_search,"The UK would be better off inside the EU, with its strong economy and shared values.  
",,43,0.5,6,1.0,True,google/gemma-2-9b-it,INFO,8,50,43,Is the UK better off inside or outside of the European Union?,results/aamas/aamas_gemma_scenario5_beam_search_20250513_161207/config.yaml,pending,6728.521484136581,"The UK would be better off inside the EU, with its strong economy and shared values."
beam_search,"The UK benefits from EU membership due to its economic and social advantages.  
",,43,0.5,8,1.0,True,google/gemma-2-9b-it,INFO,8,50,43,Is the UK better off inside or outside of the European Union?,results/aamas/aamas_gemma_scenario5_beam_search_20250513_161207/config.yaml,pending,8689.326279878616,The UK benefits from EU membership due to its economic and social advantages.
beam_search,"The UK is better off inside the EU.  The economic benefits outweigh the perceived loss of sovereignty.  
",,44,0.5,2,1.0,True,google/gemma-2-9b-it,INFO,8,50,44,Is the UK better off inside or outside of the European Union?,results/aamas/aamas_gemma_scenario5_beam_search_20250513_161207/config.yaml,pending,1221.7595219612122,The UK is better off inside the EU.  The economic benefits outweigh the perceived loss of sovereignty.
beam_search,"The UK's economic and social well-being is best served by EU membership.  
",,44,0.5,4,1.0,True,google/gemma-2-9b-it,INFO,8,50,44,Is the UK better off inside or outside of the European Union?,results/aamas/aamas_gemma_scenario5_beam_search_20250513_161207/config.yaml,pending,3579.2768199443817,The UK's economic and social well-being is best served by EU membership.
beam_search,"The UK would benefit from rejoining the EU, with its strong economies and shared values.  
",,44,0.5,6,1.0,True,google/gemma-2-9b-it,INFO,8,50,44,Is the UK better off inside or outside of the European Union?,results/aamas/aamas_gemma_scenario5_beam_search_20250513_161207/config.yaml,pending,5741.976045131683,"The UK would benefit from rejoining the EU, with its strong economies and shared values."
beam_search,"The UK benefits from EU membership due to its economic and social advantages.  
",,44,0.5,8,1.0,True,google/gemma-2-9b-it,INFO,8,50,44,Is the UK better off inside or outside of the European Union?,results/aamas/aamas_gemma_scenario5_beam_search_20250513_161207/config.yaml,pending,7951.43349313736,The UK benefits from EU membership due to its economic and social advantages.
