method,method_with_params,param_n,param_num_candidates,param_num_rounds,google_gemma-2-9b-it_egalitarian_welfare_perplexity_mean,google_gemma-2-9b-it_egalitarian_welfare_perplexity_std,google_gemma-2-9b-it_utilitarian_welfare_perplexity_mean,google_gemma-2-9b-it_utilitarian_welfare_perplexity_std,google_gemma-2-9b-it_perplexity_Agent 1_mean,google_gemma-2-9b-it_perplexity_Agent 1_std,google_gemma-2-9b-it_perplexity_Agent 2_mean,google_gemma-2-9b-it_perplexity_Agent 2_std,google_gemma-2-9b-it_perplexity_Agent 3_mean,google_gemma-2-9b-it_perplexity_Agent 3_std,google_gemma-2-9b-it_perplexity_Agent 4_mean,google_gemma-2-9b-it_perplexity_Agent 4_std,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_egalitarian_welfare_perplexity_mean,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_egalitarian_welfare_perplexity_std,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_utilitarian_welfare_perplexity_mean,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_utilitarian_welfare_perplexity_std,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_perplexity_Agent 1_mean,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_perplexity_Agent 1_std,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_perplexity_Agent 2_mean,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_perplexity_Agent 2_std,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_perplexity_Agent 3_mean,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_perplexity_Agent 3_std,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_perplexity_Agent 4_mean,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_perplexity_Agent 4_std,google_gemma-2-9b-it_egalitarian_welfare_cosine_mean,google_gemma-2-9b-it_egalitarian_welfare_cosine_std,google_gemma-2-9b-it_utilitarian_welfare_cosine_mean,google_gemma-2-9b-it_utilitarian_welfare_cosine_std,google_gemma-2-9b-it_cosine_similarity_Agent 1_mean,google_gemma-2-9b-it_cosine_similarity_Agent 1_std,google_gemma-2-9b-it_cosine_similarity_Agent 2_mean,google_gemma-2-9b-it_cosine_similarity_Agent 2_std,google_gemma-2-9b-it_cosine_similarity_Agent 3_mean,google_gemma-2-9b-it_cosine_similarity_Agent 3_std,google_gemma-2-9b-it_cosine_similarity_Agent 4_mean,google_gemma-2-9b-it_cosine_similarity_Agent 4_std,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_egalitarian_welfare_cosine_mean,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_egalitarian_welfare_cosine_std,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_utilitarian_welfare_cosine_mean,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_utilitarian_welfare_cosine_std,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_cosine_similarity_Agent 1_mean,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_cosine_similarity_Agent 1_std,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_cosine_similarity_Agent 2_mean,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_cosine_similarity_Agent 2_std,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_cosine_similarity_Agent 3_mean,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_cosine_similarity_Agent 3_std,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_cosine_similarity_Agent 4_mean,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_cosine_similarity_Agent 4_std,avg_rank_mean,avg_rank_std,max_rank_mean,max_rank_std,min_rank_mean,min_rank_std,rank_Agent 1_mean,rank_Agent 1_std,rank_Agent 2_mean,rank_Agent 2_std,rank_Agent 3_mean,rank_Agent 3_std,rank_Agent 4_mean,rank_Agent 4_std
best_of_n,best_of_n (n=1.0),1.0,,,12.0411232492596,2.731369671873524,39.65305411276902,10.685707516860084,9.566005611895909,3.541995016068201,8.559997286685954,2.6265839733525462,10.327830509424091,1.814438819131177,11.19922070476307,3.439531462157126,9.79850803978308,2.689134869654568,36.40602933528985,9.893749289155387,9.728651562828462,2.7652647948542817,8.309134018579039,2.127700161552291,8.999415162230704,2.576689670410271,9.368828591651642,2.4946024881023563,0.7549569910959594,0.021637334678185547,3.3142600833091387,0.04832929464296539,0.8242696020251997,0.003927818985260507,0.8774946233366204,0.01287176372040087,0.7549569910959594,0.021637334678185547,0.8575388668513595,0.01904773108799875,0.7549569910959594,0.021637334678185547,3.3142600833091387,0.04832929464296539,0.8242696020251997,0.003927818985260507,0.8774946233366204,0.01287176372040087,0.7549569910959594,0.021637334678185547,0.8575388668513595,0.01904773108799875,5.083333333333333,1.178511301977579,8.666666666666666,1.699673171197595,3.0,1.632993161855452,3.0,1.632993161855452,3.6666666666666665,1.699673171197595,6.666666666666667,1.247219128924647,7.0,2.943920288775949
best_of_n,best_of_n (n=10.0),10.0,,,7.841369388592864,2.068068136786458,26.906812737137358,7.171229510726469,6.795942939389893,2.2431181019311195,5.840179466020053,1.482870916295491,6.778578102614236,1.4658242233335574,7.492112229113178,2.246421580312028,7.404023923545782,1.625732587873679,27.24923084402022,5.470099362341457,6.977165232332786,1.2448181649705718,6.485731930441968,1.3169543058008948,7.133338883215864,1.9532059264013213,6.652994798029602,1.0757062917788027,0.742572304226023,0.04522136570406007,3.2659667974845377,0.11736877234016478,0.8117196739192925,0.009243862160727187,0.8624859394777138,0.030752759383051,0.742572304226023,0.04522136570406007,0.8491888798615085,0.044252213667893114,0.742572304226023,0.04522136570406007,3.2659667974845377,0.11736877234016478,0.8117196739192925,0.009243862160727187,0.8624859394777138,0.030752759383051,0.742572304226023,0.04522136570406007,0.8491888798615085,0.044252213667893114,5.416666666666667,1.3894443333777555,7.666666666666667,2.494438257849294,2.6666666666666665,1.247219128924647,4.333333333333333,1.247219128924647,5.666666666666667,0.9428090415820634,6.333333333333333,3.299831645537222,5.333333333333333,3.0912061651652345
best_of_n,best_of_n (n=20.0),20.0,,,6.881164056998089,1.088010618633785,24.666064675868242,4.495037051003496,5.977939984228132,1.4641651228116621,5.560473958018029,0.8772906438726574,6.2464866766239915,1.2345760012211915,6.881164056998089,1.088010618633785,8.03002594406496,1.1939160941632243,30.058315358557394,3.7428370856369164,7.668322296773937,1.5369641781699366,7.55185326800071,0.8553048800407969,7.448339919531553,0.39296218225577423,7.389799874251193,1.0529515369569604,0.7815270609536539,0.01845683361022702,3.353281415496609,0.0431560104558155,0.8119258366718477,0.008385715851199127,0.8852786633071713,0.011489857656645395,0.7815270609536539,0.01845683361022702,0.8745498545639362,0.015098040864120416,0.7815270609536539,0.01845683361022702,3.353281415496609,0.0431560104558155,0.8119258366718477,0.008385715851199127,0.8852786633071713,0.011489857656645395,0.7815270609536539,0.01845683361022702,0.8745498545639362,0.015098040864120416,5.166666666666667,0.9428090415820634,8.333333333333334,1.699673171197595,2.6666666666666665,1.699673171197595,4.333333333333333,0.9428090415820634,5.666666666666667,0.4714045207910317,3.6666666666666665,1.8856180831641267,7.0,3.559026084010437
best_of_n,best_of_n (n=3.0),3.0,,,8.660570939162508,1.491729140930887,28.570784112154787,6.026062953952168,7.08202651943995,2.0980266674570447,5.9012580467852205,1.436642304101135,7.904977100610932,0.5811852199733332,7.682522445318683,2.112601375213907,7.040349676635355,1.3426320946829624,25.637086398882843,5.000553642861617,6.374300431600425,1.2467858095980777,5.934746758916116,1.1655127164555892,6.617521315735075,1.6676667989760883,6.710517892631224,0.9551099319067404,0.7280868809971383,0.03044806482629169,3.250244310812357,0.10440651381836215,0.8189615271777937,0.005800649979311247,0.8614882135958517,0.029977944283550564,0.7280868809971383,0.03044806482629169,0.8417076890415737,0.0383021912184252,0.7280868809971383,0.03044806482629169,3.250244310812357,0.10440651381836215,0.8189615271777937,0.005800649979311247,0.8614882135958517,0.029977944283550564,0.7280868809971383,0.03044806482629169,0.8417076890415737,0.0383021912184252,4.583333333333333,1.1960583412006103,8.0,1.4142135623730951,1.6666666666666667,0.9428090415820634,2.0,1.4142135623730951,2.3333333333333335,0.9428090415820634,8.0,1.4142135623730951,6.0,2.449489742783178
best_of_n,best_of_n (n=5.0),5.0,,,8.021221934148933,1.896443216270466,26.66202971491751,7.3881152740704445,7.096102258471511,2.092647994817285,5.711999502853623,1.590805803780103,6.578059411381468,1.7329598191003102,7.2758685422109055,2.425850216629962,6.425768380388944,1.3414861508542855,23.8154918915169,5.443302642933703,5.898358315582907,1.5428738112303273,5.653392935996138,1.2778827660068872,6.0352174377807275,1.61862823526286,6.2285232021571275,1.062664890031078,0.7005171543186846,0.033441547120877706,3.177569107885324,0.10228090673740235,0.8036844500250208,0.019708752817586946,0.8440152531882457,0.026834435959492125,0.7005171543186846,0.033441547120877706,0.8293522503533736,0.03385268222237291,0.7005171543186846,0.033441547120877706,3.177569107885324,0.10228090673740235,0.8036844500250208,0.019708752817586946,0.8440152531882457,0.026834435959492125,0.7005171543186846,0.033441547120877706,0.8293522503533736,0.03385268222237291,4.75,0.7071067811865476,9.333333333333334,0.9428090415820634,2.0,0.0,2.0,0.0,2.6666666666666665,0.9428090415820634,7.0,2.943920288775949,7.333333333333333,2.0548046676563256
best_of_n,best_of_n (n=50.0),50.0,,,5.569077179155457,0.5054108196713276,18.80363452013098,0.6925987002782128,3.650371842354453,0.5472346811354426,4.761778037552993,0.09155874103709877,4.869045433968233,0.4845835684641516,5.522439206255299,0.5383888465698238,7.208439105337476,1.4854683475252166,27.11998047816822,5.003337311023561,6.78889572113026,1.282269456174077,6.673007413118561,1.0007816232469418,6.471810566992118,1.2315772624289993,7.186266776927284,1.503546717086513,0.7794371521913633,0.004132341358646304,3.320839565732452,0.0032695538494046873,0.8084728022350491,0.0033883960840283174,0.8757962299766501,0.003996328786018811,0.7794371521913633,0.004132341358646304,0.8571333813293892,1.717033800381017e-05,0.7794371521913633,0.004132341358646304,3.320839565732452,0.0032695538494046873,0.8084728022350491,0.0033883960840283174,0.8757962299766501,0.003996328786018811,0.7794371521913633,0.004132341358646304,0.8571333813293892,1.717033800381017e-05,5.75,1.0206207261596576,9.666666666666666,1.247219128924647,3.0,0.816496580927726,5.333333333333333,0.9428090415820634,5.0,1.4142135623730951,3.0,0.816496580927726,9.666666666666666,1.247219128924647
habermas_machine,"habermas_machine (num_candidates=1.0, num_rounds=1.0)",,1.0,1.0,13.540114698324288,7.616840622757638,42.22387792771484,21.26721639148373,13.126687433168863,8.067215579111187,9.065159967070995,3.9282267116734095,7.373008715719281,1.8322681951107205,12.659021811755702,7.887928786106941,12.166121112119972,4.433465938559873,44.55739050123089,15.67377632131675,10.053664095914506,3.001156048168508,10.774758717670005,3.7042161909944684,11.859807274267146,4.67765482192038,11.869160413379241,4.457435243636084,0.612487053468482,0.016764862196397917,2.775701157646521,0.07623498181016636,0.7068979311515236,0.020366012161686736,0.7187761059315311,0.026089378694956474,0.612487053468482,0.016764862196397917,0.7375400670949839,0.03536194137510543,0.612487053468482,0.016764862196397917,2.775701157646521,0.07623498181016636,0.7068979311515236,0.020366012161686736,0.7187761059315311,0.026089378694956474,0.612487053468482,0.016764862196397917,0.7375400670949839,0.03536194137510543,10.0,0.7359800721939872,12.0,0.0,7.333333333333333,2.0548046676563256,10.666666666666666,0.9428090415820634,9.0,2.160246899469287,10.666666666666666,0.9428090415820634,9.666666666666666,3.2998316455372216
habermas_machine,"habermas_machine (num_candidates=10.0, num_rounds=1.0)",,10.0,1.0,16.46029816400794,6.3364986335868885,56.8527228947653,19.99501580019341,16.291122596433627,6.565414173715258,11.66780323059419,3.4800664679393245,14.474849181750857,5.784659772693589,14.418947885986631,5.116306450670248,15.87823730385822,3.945339241233537,57.82440281095014,13.463800792910218,14.008411455905375,3.7570454151329087,13.402932190714095,2.2077989035911956,15.421532291954684,4.093737740231521,14.991526872375976,3.6087493511051765,0.7391296824766326,0.05231532545818316,3.131980469131971,0.2023062031254918,0.741582979053469,0.05377182125799618,0.8123205346795679,0.06940432060180857,0.761712024005159,0.02393334292310802,0.816364931393775,0.05954808052491945,0.7391296824766326,0.05231532545818316,3.131980469131971,0.2023062031254918,0.741582979053469,0.05377182125799618,0.8123205346795679,0.06940432060180857,0.761712024005159,0.02393334292310802,0.816364931393775,0.05954808052491945,6.833333333333333,0.23570226039551584,11.0,0.816496580927726,2.0,0.816496580927726,7.333333333333333,0.4714045207910317,6.333333333333333,3.8586123009300755,5.0,2.160246899469287,8.666666666666666,4.027681991198191
habermas_machine,"habermas_machine (num_candidates=20.0, num_rounds=1.0)",,20.0,1.0,14.721261091474657,5.453721256281909,42.74733119465214,12.227886404443217,12.435500233430725,6.147572284810439,8.474802886807673,1.6680534988768543,10.985159575943584,4.48961647658292,10.851868498470168,2.1669018215698217,11.741989919803617,2.7476167954588826,39.51894442561524,6.317360872885306,9.6264091467897,2.296294918773982,9.54212759828489,1.4258569673922337,10.599265265407972,3.074475333026024,9.751142415132676,1.8539156673580857,0.7789428873483502,0.017546009439829893,3.3118299207904314,0.050282427176991704,0.7806868509855877,0.015082019171250842,0.8640866666087296,0.004564481475996508,0.787876407901892,0.024734711721345493,0.8791799952942222,0.011414049231968289,0.7789428873483502,0.017546009439829893,3.3118299207904314,0.050282427176991704,0.7806868509855877,0.015082019171250842,0.8640866666087296,0.004564481475996508,0.787876407901892,0.024734711721345493,0.8791799952942222,0.011414049231968289,6.666666666666667,0.6236095644623235,10.666666666666666,1.247219128924647,1.3333333333333333,0.4714045207910317,9.333333333333334,1.8856180831641267,6.666666666666667,4.189935029992179,5.333333333333333,4.784233364802441,5.333333333333333,2.8674417556808756
habermas_machine,"habermas_machine (num_candidates=3.0, num_rounds=1.0)",,3.0,1.0,9.349334357187024,5.194624879364389,35.52942568206568,20.735381845948336,9.011632445135241,4.91681790590839,8.95372760559094,5.498081261638409,8.854819639489486,5.533710892957991,8.709245991850013,4.80044471227659,10.618601527291547,5.432735591244888,40.739674489535226,21.1327615949722,9.532741734417149,4.7010746753766,10.232719305279709,5.560577192244623,10.618601527291547,5.432735591244888,10.355611922546823,5.443912209810476,0.74436668513499,0.025387005928258523,3.107771213678452,0.13058577948657069,0.7647424582698233,0.016492704881465266,0.7921016814658417,0.040088743857411915,0.74436668513499,0.025387005928258523,0.8065603888077968,0.05054799167129443,0.74436668513499,0.025387005928258523,3.107771213678452,0.13058577948657069,0.7647424582698233,0.016492704881465266,0.7921016814658417,0.040088743857411915,0.74436668513499,0.025387005928258523,0.8065603888077968,0.05054799167129443,7.916666666666667,2.0446406910642163,11.0,1.4142135623730951,3.3333333333333335,2.6246692913372702,10.0,1.4142135623730951,11.0,1.4142135623730951,7.333333333333333,4.109609335312651,3.3333333333333335,2.6246692913372702
