method,method_with_params,param_n,param_num_candidates,param_num_rounds,google_gemma-2-9b-it_egalitarian_welfare_perplexity_mean,google_gemma-2-9b-it_egalitarian_welfare_perplexity_std,google_gemma-2-9b-it_utilitarian_welfare_perplexity_mean,google_gemma-2-9b-it_utilitarian_welfare_perplexity_std,google_gemma-2-9b-it_perplexity_Agent 1_mean,google_gemma-2-9b-it_perplexity_Agent 1_std,google_gemma-2-9b-it_perplexity_Agent 2_mean,google_gemma-2-9b-it_perplexity_Agent 2_std,google_gemma-2-9b-it_perplexity_Agent 3_mean,google_gemma-2-9b-it_perplexity_Agent 3_std,google_gemma-2-9b-it_perplexity_Agent 4_mean,google_gemma-2-9b-it_perplexity_Agent 4_std,google_gemma-2-9b-it_perplexity_Agent 5_mean,google_gemma-2-9b-it_perplexity_Agent 5_std,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_egalitarian_welfare_perplexity_mean,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_egalitarian_welfare_perplexity_std,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_utilitarian_welfare_perplexity_mean,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_utilitarian_welfare_perplexity_std,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_perplexity_Agent 1_mean,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_perplexity_Agent 1_std,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_perplexity_Agent 2_mean,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_perplexity_Agent 2_std,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_perplexity_Agent 3_mean,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_perplexity_Agent 3_std,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_perplexity_Agent 4_mean,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_perplexity_Agent 4_std,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_perplexity_Agent 5_mean,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_perplexity_Agent 5_std,google_gemma-2-9b-it_egalitarian_welfare_cosine_mean,google_gemma-2-9b-it_egalitarian_welfare_cosine_std,google_gemma-2-9b-it_utilitarian_welfare_cosine_mean,google_gemma-2-9b-it_utilitarian_welfare_cosine_std,google_gemma-2-9b-it_cosine_similarity_Agent 1_mean,google_gemma-2-9b-it_cosine_similarity_Agent 1_std,google_gemma-2-9b-it_cosine_similarity_Agent 2_mean,google_gemma-2-9b-it_cosine_similarity_Agent 2_std,google_gemma-2-9b-it_cosine_similarity_Agent 3_mean,google_gemma-2-9b-it_cosine_similarity_Agent 3_std,google_gemma-2-9b-it_cosine_similarity_Agent 4_mean,google_gemma-2-9b-it_cosine_similarity_Agent 4_std,google_gemma-2-9b-it_cosine_similarity_Agent 5_mean,google_gemma-2-9b-it_cosine_similarity_Agent 5_std,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_egalitarian_welfare_cosine_mean,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_egalitarian_welfare_cosine_std,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_utilitarian_welfare_cosine_mean,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_utilitarian_welfare_cosine_std,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_cosine_similarity_Agent 1_mean,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_cosine_similarity_Agent 1_std,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_cosine_similarity_Agent 2_mean,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_cosine_similarity_Agent 2_std,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_cosine_similarity_Agent 3_mean,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_cosine_similarity_Agent 3_std,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_cosine_similarity_Agent 4_mean,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_cosine_similarity_Agent 4_std,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_cosine_similarity_Agent 5_mean,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo_cosine_similarity_Agent 5_std,avg_rank_mean,avg_rank_std,max_rank_mean,max_rank_std,min_rank_mean,min_rank_std,rank_Agent 1_mean,rank_Agent 1_std,rank_Agent 2_mean,rank_Agent 2_std,rank_Agent 3_mean,rank_Agent 3_std,rank_Agent 4_mean,rank_Agent 4_std,rank_Agent 5_mean,rank_Agent 5_std
best_of_n,best_of_n (n=1.0),1.0,,,14.460371839299588,8.158863801231803,44.09421716762517,22.479545309690927,13.390501433868758,7.775016961190071,14.26515744433747,8.394444815873584,4.982650646630458,1.7459866381454159,5.522071975477395,2.098946431168471,5.933835667311077,2.541307810325188,9.082149763259153,3.4648727262935397,37.46972735975288,16.434588748047407,9.082149763259153,3.4648727262935397,8.410659350623396,3.6284982750140493,7.570776690250365,4.117790533605719,6.863045280596019,3.573263391340588,5.543096275023951,1.8104210528879474,0.6306482793522338,0.008846254958083633,3.3586852200308237,0.024839876097947515,0.7414854775192641,0.008476119432404916,0.6330761705643076,0.011732420229472244,0.6670560209132672,0.005637432823947137,0.6434392688912505,0.004863650389799433,0.673628282142734,0.00919333695766431,0.6306482793522338,0.008846254958083633,3.3586852200308237,0.024839876097947515,0.7414854775192641,0.008476119432404916,0.6330761705643076,0.011732420229472244,0.6670560209132672,0.005637432823947137,0.6434392688912505,0.004863650389799433,0.673628282142734,0.00919333695766431,7.599999999999999,0.4898979485566353,11.333333333333334,0.9428090415820634,4.666666666666667,1.8856180831641267,11.0,0.816496580927726,7.666666666666667,1.699673171197595,7.0,4.08248290463863,5.666666666666667,0.4714045207910317,6.666666666666667,0.9428090415820634
best_of_n,best_of_n (n=10.0),10.0,,,3.329358444388674,0.0,13.24081587030662,0.0,3.2533288008947827,4.440892098500626e-16,3.329358444388674,0.0,2.2974222883621667,0.0,2.401165098157905,0.0,1.9595412385030917,0.0,3.6943399488602577,0.05167986030821305,15.953597144642337,0.04715209199046454,3.6943399488602577,0.05167986030821305,3.261422554832171,0.05220416336212978,3.125711439306878,0.04677714093452158,2.992960979284605,0.019170763552678428,2.879162222358424,2.0640385939047305e-06,0.6209592663873517,0.0,3.336149492559747,4.440892098500626e-16,0.7548218271237316,1.1102230246251565e-16,0.6209592663873517,0.0,0.6576991082918143,0.0,0.6255992859059492,0.0,0.6770700048509003,1.1102230246251565e-16,0.6209592663873517,0.0,3.336149492559747,4.440892098500626e-16,0.7548218271237316,1.1102230246251565e-16,0.6209592663873517,0.0,0.6576991082918143,0.0,0.6255992859059492,0.0,0.6770700048509003,1.1102230246251565e-16,6.266666666666667,1.4727148022916345,9.0,1.632993161855452,1.6666666666666667,0.9428090415820634,6.0,0.816496580927726,8.666666666666666,1.247219128924647,7.666666666666667,2.8674417556808756,6.333333333333333,3.7712361663282534,2.6666666666666665,1.247219128924647
best_of_n,best_of_n (n=20.0),20.0,,,3.622749711384611,0.4149179088674799,14.330409183159864,1.54091764050809,3.511425218437253,0.3650034540884712,3.622749711384611,0.4149179088674799,2.4674257398988853,0.2404211868134644,2.646480646289218,0.34692857522829257,2.082327867149897,0.1736465155103811,3.730342446331956,0.14664705919722862,16.25176730673782,0.5414932247620285,3.730342446331956,0.14664705919722862,3.324285127719102,0.1765846915031318,3.2701871200081656,0.13374913350726575,3.0591259028953757,0.10721597277840433,2.8678267097832184,0.016028771581712568,0.6249019376934523,0.005575779233066815,3.3636901891977935,0.03894842670272739,0.7613285152124067,0.009201846541135674,0.6275587413966605,0.009333067062706703,0.6635802521625095,0.008317193424204497,0.6279952840391839,0.00338845305544133,0.6832273963870324,0.008707866619239078,0.6249019376934523,0.005575779233066815,3.3636901891977935,0.03894842670272739,0.7613285152124067,0.009201846541135674,0.6275587413966605,0.009333067062706703,0.6635802521625095,0.008317193424204497,0.6279952840391839,0.00338845305544133,0.6832273963870324,0.008707866619239078,7.2,1.3366625103842276,10.0,1.4142135623730951,2.6666666666666665,0.9428090415820634,7.0,0.816496580927726,9.666666666666666,1.247219128924647,8.0,2.160246899469287,7.666666666666667,4.0276819911981905,3.6666666666666665,1.247219128924647
best_of_n,best_of_n (n=3.0),3.0,,,4.693554665663659,0.036878800689627816,17.545082170936453,0.3635871164279372,4.483691900756293,0.25991196767948616,4.303125875739425,0.3129536456155124,2.960012839831952,0.42522660511498783,3.091349116616953,0.10257093195500021,2.706902437991831,0.21725209857807795,4.786219332290828,0.04117566437470338,20.419318520972432,0.5451342095067216,4.786219332290828,0.04117566437470338,4.236514072457628,0.16880505062685397,4.110342066370926,0.4103564052480988,3.7586749103274246,0.40454348965963716,3.527568139525627,0.3248553589264103,0.6376353502495541,0.02633195428505279,3.4256243368446113,0.12481929368763102,0.7620692676651698,0.02886096802395854,0.6376353502495541,0.02633195428505279,0.6777137875477449,0.016988207875950023,0.6629375879205809,0.017874331242230476,0.6852683434615617,0.03476383226043925,0.6376353502495541,0.02633195428505279,3.4256243368446113,0.12481929368763102,0.7620692676651698,0.02886096802395854,0.6376353502495541,0.02633195428505279,0.6777137875477449,0.016988207875950023,0.6629375879205809,0.017874331242230476,0.6852683434615617,0.03476383226043925,6.533333333333334,0.5249338582674541,9.666666666666666,0.9428090415820634,2.6666666666666665,1.247219128924647,9.666666666666666,0.9428090415820634,7.333333333333333,0.9428090415820634,5.666666666666667,2.0548046676563256,6.0,1.4142135623730951,4.0,2.449489742783178
best_of_n,best_of_n (n=5.0),5.0,,,4.719631915713323,0.036878800689627816,17.80217708651471,0.3635871164279372,4.2999063858985895,0.25991196767948616,4.5244175207512045,0.3129536456155124,3.260693455849694,0.42522660511498783,3.1638777181549576,0.10257093195500021,2.553282005860264,0.21725209857807795,4.759708272872673,0.04701870699696487,20.924012654548388,0.40803962253469145,4.732626727014438,0.07509935166964964,4.377205932649232,0.0586365015594999,4.398938502197538,0.43490063851801614,4.071400468584265,0.40098931614282074,3.3438410241029133,0.34169276206820814,0.656254853686409,0.02633195428505279,3.5138849058340504,0.12481929368763102,0.782477053866519,0.02886096802395854,0.656254853686409,0.02633195428505279,0.6897262645370358,0.016988207875950023,0.6755766487511364,0.017874331242230472,0.70985008499295,0.03476383226043925,0.656254853686409,0.02633195428505279,3.5138849058340504,0.12481929368763102,0.782477053866519,0.02886096802395854,0.656254853686409,0.02633195428505279,0.6897262645370358,0.016988207875950023,0.6755766487511364,0.017874331242230472,0.70985008499295,0.03476383226043925,7.733333333333333,0.6599663291074442,9.666666666666666,1.247219128924647,4.333333333333333,1.699673171197595,9.666666666666666,1.247219128924647,9.0,1.632993161855452,7.333333333333333,1.247219128924647,7.333333333333333,0.9428090415820634,5.333333333333333,2.8674417556808756
best_of_n,best_of_n (n=50.0),50.0,,,3.916140978380548,0.4149179088674798,15.42000249601311,1.54091764050809,3.7695216359797237,0.3650034540884712,3.916140978380548,0.4149179088674798,2.6374291914356034,0.2404211868134644,2.891796194420531,0.34692857522829257,2.205114495796703,0.1736465155103811,3.849841111130541,0.12025419525474922,16.405049799712554,0.5485682253108142,3.849841111130541,0.12025419525474922,3.277083634004525,0.19532430117910607,3.3417647352450537,0.12081652442827662,3.112600698408245,0.13574269593528832,2.8237596209241858,0.030262731555319163,0.628844608999553,0.005575779233066815,3.3912308858358386,0.03894842670272739,0.7678352033010817,0.009201846541135674,0.634158216405969,0.009333067062706703,0.6694613960332046,0.008317193424204497,0.6303912821724188,0.00338845305544133,0.6893847879231642,0.008707866619239078,0.628844608999553,0.005575779233066815,3.3912308858358386,0.03894842670272739,0.7678352033010817,0.009201846541135674,0.634158216405969,0.009333067062706703,0.6694613960332046,0.008317193424204497,0.6303912821724188,0.00338845305544133,0.6893847879231642,0.008707866619239078,8.666666666666666,0.8993825042154698,12.0,0.0,3.6666666666666665,0.9428090415820634,8.0,0.816496580927726,10.666666666666666,1.247219128924647,11.333333333333334,0.9428090415820634,8.666666666666666,4.027681991198191,4.666666666666667,1.247219128924647
habermas_machine,"habermas_machine (num_candidates=1.0, num_rounds=1.0)",,1.0,1.0,13.445789370969832,9.437032517690898,44.10759148470343,23.64339400247395,8.945555962383196,4.395580122413617,12.595660142684288,10.058555180104111,7.442779152383022,3.0523336869191087,7.868429555095358,3.499496264180329,7.255166672157576,3.179172461576682,9.968289210195879,4.8978257867769415,42.96647694553737,20.405457673366204,9.968289210195879,4.8978257867769415,9.015492983136397,5.301157273318937,8.335135211362747,3.4249483811115824,8.211312167504355,3.658084967223896,7.436247373337999,3.279973372395633,0.6687678736296071,0.034863479610631846,3.52524752486087,0.22994850828664562,0.7558536327031082,0.04645382677272898,0.6921873946455159,0.056468229211051255,0.7003581964613043,0.04727570761179783,0.6687678736296071,0.034863479610631846,0.7080804274213346,0.04808747166103573,0.6687678736296071,0.034863479610631846,3.52524752486087,0.22994850828664562,0.7558536327031082,0.04645382677272898,0.6921873946455159,0.056468229211051255,0.7003581964613043,0.04727570761179783,0.6687678736296071,0.034863479610631846,0.7080804274213346,0.04808747166103573,7.3999999999999995,2.4657656011875906,11.333333333333334,0.9428090415820634,5.0,3.265986323710904,9.666666666666666,3.2998316455372216,6.666666666666667,3.858612300930075,6.0,2.160246899469287,5.333333333333333,3.6817870057290873,9.333333333333334,0.9428090415820634
habermas_machine,"habermas_machine (num_candidates=10.0, num_rounds=1.0)",,10.0,1.0,16.2939760998326,3.0878701655509726,63.05045749780538,12.5198977502253,13.657136591857345,6.0471154890388785,11.45348220903476,2.169907087328184,8.348570821269353,0.3208939529858913,14.752843084618723,2.6076620094576928,14.838424791025199,2.669782301672555,11.251613248103892,2.5960163092636965,47.83964975243012,8.389419313185282,10.70117565416473,3.3729482289512442,8.727605429790666,0.9777880590207726,8.166146104145826,0.628436656360925,10.44544692672058,2.1782130454703803,9.799275637608309,1.568728975234425,0.72565916573541,0.041144260052847145,3.7936052319990474,0.1973010723245667,0.8068891616987627,0.03175594294175319,0.7443313023863402,0.04896432175282072,0.7535918747581105,0.042601189613939945,0.7276631104559123,0.038706778646707796,0.7611297826999222,0.03994081636263537,0.72565916573541,0.041144260052847145,3.7936052319990474,0.1973010723245667,0.8068891616987627,0.03175594294175319,0.7443313023863402,0.04896432175282072,0.7535918747581105,0.042601189613939945,0.7276631104559123,0.038706778646707796,0.7611297826999222,0.03994081636263537,4.533333333333333,0.094280904158206,9.333333333333334,1.247219128924647,1.3333333333333333,0.4714045207910317,2.3333333333333335,1.247219128924647,3.0,1.4142135623730951,5.333333333333333,2.0548046676563256,4.666666666666667,2.357022603955158,7.333333333333333,3.8586123009300755
habermas_machine,"habermas_machine (num_candidates=20.0, num_rounds=1.0)",,20.0,1.0,14.495430152220834,3.4962144954189847,57.998425679375366,14.156326278018819,13.559279125505938,4.740900458006035,12.028726838201871,1.4665903689809026,8.655556671441289,2.1465479767075415,13.547987545062421,3.4094198933320126,10.206875499163841,2.6735637495860414,11.955551408426272,3.674743839376324,52.00280006798107,14.673543471544287,11.04347013252305,2.8415122359908564,10.078055391872285,2.430049422352828,10.103432323196557,3.2267047918691953,11.452393943971401,3.8287358256614334,9.32544827641778,2.5429585303762625,0.747049462136395,0.006551700608932869,3.932014328188393,0.06522982434349972,0.8189990599997404,0.017761302925625153,0.7701890148267668,0.01392738429914733,0.7958472779963245,0.010641087993954374,0.747049462136395,0.006551700608932869,0.7999295132291667,0.025585050084427723,0.747049462136395,0.006551700608932869,3.932014328188393,0.06522982434349972,0.8189990599997404,0.017761302925625153,0.7701890148267668,0.01392738429914733,0.7958472779963245,0.010641087993954374,0.747049462136395,0.006551700608932869,0.7999295132291667,0.025585050084427723,4.133333333333334,0.6599663291074443,9.666666666666666,2.0548046676563256,1.3333333333333333,0.4714045207910317,2.0,0.816496580927726,5.0,0.816496580927726,1.3333333333333333,0.4714045207910317,4.666666666666667,2.0548046676563256,7.666666666666667,4.784233364802441
habermas_machine,"habermas_machine (num_candidates=3.0, num_rounds=1.0)",,3.0,1.0,31.32090834176344,17.571102966312278,97.6389372582051,47.79175470025593,20.223902331554015,12.637931365136787,9.853755141058349,2.081136928062526,16.163918321686122,7.473534446195868,31.32090834176344,17.571102966312278,20.076453122143196,11.802574769427768,14.982912382304823,4.437216613794624,60.58920530969876,16.055523181226594,11.798436256165763,3.5360236569242605,9.09744041460147,3.786563626356128,12.51988817849392,2.9825123802890943,14.68780857895215,4.853352061139788,12.485631881485459,3.4008381385755424,0.685793115424346,0.03532251076378251,3.644619907248643,0.2177830379355988,0.7720135818524795,0.03948980871151986,0.7333047007164626,0.050939536489381806,0.7289674318017055,0.05656990335092336,0.685793115424346,0.03532251076378251,0.7245410774536493,0.040322234438230194,0.685793115424346,0.03532251076378251,3.6445868862943596,0.21773769001154775,0.7719805608981964,0.03944329922900803,0.7333047007164626,0.050939536489381806,0.7289674318017055,0.05656990335092336,0.685793115424346,0.03532251076378251,0.7245410774536493,0.040322234438230194,5.066666666666666,2.2171052197754517,9.333333333333334,2.0548046676563256,1.3333333333333333,0.4714045207910317,3.0,1.4142135623730951,2.0,0.816496580927726,6.0,3.559026084010437,5.0,4.96655480858378,9.333333333333334,2.0548046676563256
